Movie Name,Movie Description,Movie Age Rate,Movie Duration,Movie Genres,Movie Directors,Movie Stars,Movie Rate
Hamilton,"
The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",PG-13,160 min,"Biography, Drama, History",Thomas Kail,"Lin-Manuel Miranda, 
Phillipa Soo, 
Leslie Odom Jr., 
Renée Elise Goldsberry",8.3
Deadpool 2,"
Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",R,119 min,"Action, Adventure, Comedy",David Leitch,"Ryan Reynolds, 
Josh Brolin, 
Morena Baccarin, 
Julian Dennison",7.6
Dances with Wolves,"
Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.",PG-13,181 min,"Adventure, Drama, Western",Kevin Costner,"Kevin Costner, 
Mary McDonnell, 
Graham Greene, 
Rodney A. Grant",8.0
Rush,"
The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.",R,123 min,"Action, Biography, Drama",Ron Howard,"Daniel Brühl, 
Chris Hemsworth, 
Olivia Wilde, 
Alexandra Maria Lara",8.1
The Intouchables,"
After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",R,112 min,"Biography, Comedy, Drama","Olivier Nakache, 
Éric Toledano","François Cluzet, 
Omar Sy, 
Anne Le Ny, 
Audrey Fleurot",8.5
Nightcrawler,"
When Louis Bloom, a con man desperate for work, muscles into the world of L.A.crime journalism, he blurs the line between observer and participant to become the star of his own story.",R,117 min,"Crime, Drama, Thriller",Dan Gilroy,"Jake Gyllenhaal, 
Rene Russo, 
Bill Paxton, 
Riz Ahmed",7.8
Your Name.,"
Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",PG,106 min,"Animation, Drama, Fantasy",Makoto Shinkai,"Ryunosuke Kamiki, 
Mone Kamishiraishi, 
Ryo Narita, 
Aoi Yûki",8.4
Airplane!,"
After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must land a commercial airplane full of passengers safely.",PG,88 min,Comedy,"Jim Abrahams, 
David Zucker, 
Jerry Zucker","Robert Hays, 
Julie Hagerty, 
Leslie Nielsen, 
Kareem Abdul-Jabbar",7.7
Inside Out,"
After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust, and Sadness - conflict on how best to navigate a new city, house, and school.",PG,95 min,"Animation, Adventure, Comedy","Pete Docter, 
Ronnie Del Carmen","Amy Poehler, 
Bill Hader, 
Lewis Black, 
Mindy Kaling",8.1
Home Alone,"
An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve.",PG,103 min,"Comedy, Family",Chris Columbus,"Macaulay Culkin, 
Joe Pesci, 
Daniel Stern, 
John Heard",7.7
Ex Machina,"
A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.",R,108 min,"Drama, Sci-Fi, Thriller",Alex Garland,"Alicia Vikander, 
Domhnall Gleeson, 
Oscar Isaac, 
Sonoya Mizuno",7.7
Moneyball,"
Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.",PG-13,133 min,"Biography, Drama, Sport",Bennett Miller,"Brad Pitt, 
Robin Wright, 
Jonah Hill, 
Philip Seymour Hoffman",7.6
Platoon,"
Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",R,120 min,"Drama, War",Oliver Stone,"Charlie Sheen, 
Tom Berenger, 
Willem Dafoe, 
Keith David",8.1
Another Round,"
Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.",Not Rated,117 min,Drama,Thomas Vinterberg,"Mads Mikkelsen, 
Thomas Bo Larsen, 
Magnus Millang, 
Lars Ranthe",7.7
Up,"
78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",PG,96 min,"Animation, Adventure, Comedy","Pete Docter, 
Bob Peterson","Edward Asner, 
Jordan Nagai, 
John Ratzenberger, 
Christopher Plummer",8.3
Star Wars: Episode VI - Return of the Jedi,"
After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.",PG,131 min,"Action, Adventure, Fantasy",Richard Marquand,"Mark Hamill, 
Harrison Ford, 
Carrie Fisher, 
Billy Dee Williams",8.3
Perfect Blue,"
A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",R,81 min,"Animation, Crime, Drama",Satoshi Kon,"Junko Iwao, 
Rica Matsumoto, 
Shinpachi Tsuji, 
Masaaki Ôkura",8.0
A Bronx Tale,"
Robert De Niro and Chazz Palminteri give captivating performances in this intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss.",R,121 min,"Crime, Drama",Robert De Niro,"Robert De Niro, 
Chazz Palminteri, 
Lillo Brancato, 
Francis Capra",7.8
Finding Nemo,"
After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",G,100 min,"Animation, Adventure, Comedy","Andrew Stanton, 
Lee Unkrich","Albert Brooks, 
Ellen DeGeneres, 
Alexander Gould, 
Willem Dafoe",8.2
Unforgiven,"
Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",R,130 min,"Drama, Western",Clint Eastwood,"Clint Eastwood, 
Gene Hackman, 
Morgan Freeman, 
Richard Harris",8.2
L.A. Confidential,"
As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",R,138 min,"Crime, Drama, Mystery",Curtis Hanson,"Kevin Spacey, 
Russell Crowe, 
Guy Pearce, 
Kim Basinger",8.2
Fantastic Mr. Fox,"
An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.",PG,87 min,"Animation, Adventure, Comedy",Wes Anderson,"George Clooney, 
Meryl Streep, 
Bill Murray, 
Jason Schwartzman",7.9
The Game,"
After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",R,129 min,"Drama, Mystery, Thriller",David Fincher,"Michael Douglas, 
Deborah Kara Unger, 
Sean Penn, 
James Rebhorn",7.7
Little Miss Sunshine,"
A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.",R,101 min,"Comedy, Drama","Jonathan Dayton, 
Valerie Faris","Steve Carell, 
Toni Collette, 
Greg Kinnear, 
Abigail Breslin",7.8
Star Wars: Episode V - The Empire Strikes Back,"
After the Rebels are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",PG,124 min,"Action, Adventure, Fantasy",Irvin Kershner,"Mark Hamill, 
Harrison Ford, 
Carrie Fisher, 
Billy Dee Williams",8.7
Kung Fu Panda,"
To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",PG,92 min,"Animation, Action, Adventure","Mark Osborne, 
John Stevenson","Jack Black, 
Ian McShane, 
Angelina Jolie, 
Dustin Hoffman",7.6
And Your Mother Too,"
In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",R,106 min,Drama,Alfonso Cuarón,"Maribel Verdú, 
Gael García Bernal, 
Daniel Giménez Cacho, 
Ana López Mercado",7.7
The Others,"
During World War II, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted.",PG-13,104 min,"Horror, Mystery, Thriller",Alejandro Amenábar,"Nicole Kidman, 
Christopher Eccleston, 
Fionnula Flanagan, 
Alakina Mann",7.6
Manchester by the Sea,"
A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.",R,137 min,Drama,Kenneth Lonergan,"Casey Affleck, 
Michelle Williams, 
Kyle Chandler, 
Lucas Hedges",7.8
Chinatown,"
A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",R,130 min,"Drama, Mystery, Thriller",Roman Polanski,"Jack Nicholson, 
Faye Dunaway, 
John Huston, 
Perry Lopez",8.2
Logan,"
In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",R,137 min,"Action, Drama, Sci-Fi",James Mangold,"Hugh Jackman, 
Patrick Stewart, 
Dafne Keen, 
Boyd Holbrook",8.1
The Last of the Mohicans,"
Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.",R,112 min,"Action, Adventure, Drama",Michael Mann,"Daniel Day-Lewis, 
Madeleine Stowe, 
Russell Means, 
Eric Schweig",7.7
A Star Is Born,"
A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.",R,136 min,"Drama, Music, Romance",Bradley Cooper,"Lady Gaga, 
Bradley Cooper, 
Sam Elliott, 
Greg Grunberg",7.6
The Name of the Rose,"
An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.",R,130 min,"Drama, Mystery, Thriller",Jean-Jacques Annaud,"Sean Connery, 
Christian Slater, 
Helmut Qualtinger, 
Elya Baskin",7.7
First Blood,"
A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.",R,93 min,"Action, Adventure, Thriller",Ted Kotcheff,"Sylvester Stallone, 
Brian Dennehy, 
Richard Crenna, 
Bill McKinney",7.7
The Sandlot,"
In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",PG,101 min,"Comedy, Drama, Family",David Mickey Evans,"Tom Guiry, 
Mike Vitar, 
Art LaFleur, 
Patrick Renna",7.8
Incendies,"
Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.",R,131 min,"Drama, Mystery, War",Denis Villeneuve,"Lubna Azabal, 
Mélissa Désormeaux-Poulin, 
Maxim Gaudette, 
Mustafa Kamel",8.3
The Curious Case of Benjamin Button,"
Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",PG-13,166 min,"Drama, Fantasy, Romance",David Fincher,"Brad Pitt, 
Cate Blanchett, 
Tilda Swinton, 
Julia Ormond",7.8
Aladdin,"
A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.",G,90 min,"Animation, Adventure, Comedy","Ron Clements, 
John Musker","Scott Weinger, 
Robin Williams, 
Linda Larkin, 
Jonathan Freeman",8.0
E.T. the Extra-Terrestrial,"
A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.",PG,115 min,"Adventure, Family, Sci-Fi",Steven Spielberg,"Henry Thomas, 
Drew Barrymore, 
Peter Coyote, 
Dee Wallace",7.9
The Bourne Identity,"
A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",PG-13,119 min,"Action, Mystery, Thriller",Doug Liman,"Franka Potente, 
Matt Damon, 
Chris Cooper, 
Clive Owen",7.8
Pan's Labyrinth,"
In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",R,118 min,"Drama, Fantasy, War",Guillermo del Toro,"Ivana Baquero, 
Ariadna Gil, 
Sergi López, 
Maribel Verdú",8.2
The Man Who Shot Liberty Valance,"
A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.",Approved,123 min,"Drama, Western",John Ford,"James Stewart, 
John Wayne, 
Vera Miles, 
Lee Marvin",8.1
Blue Velvet,"
The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",R,120 min,"Crime, Drama, Mystery",David Lynch,"Isabella Rossellini, 
Kyle MacLachlan, 
Dennis Hopper, 
Laura Dern",7.7
The Remains of the Day,"
A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.",PG,134 min,"Drama, Romance",James Ivory,"Anthony Hopkins, 
Emma Thompson, 
John Haycraft, 
Christopher Reeve",7.8
Tangled,"
The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",PG,100 min,"Animation, Adventure, Comedy","Nathan Greno, 
Byron Howard","Mandy Moore, 
Zachary Levi, 
Donna Murphy, 
Ron Perlman",7.7
Gone with the Wind,"
A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.",Passed,238 min,"Drama, Romance, War","Victor Fleming, 
George Cukor, 
Sam Wood","Clark Gable, 
Vivien Leigh, 
Thomas Mitchell, 
Barbara O'Neil",8.2
"Monsters, Inc.","
In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",G,92 min,"Animation, Adventure, Comedy","Pete Docter, 
David Silverman, 
Lee Unkrich","Billy Crystal, 
John Goodman, 
Mary Gibbs, 
Steve Buscemi",8.1
The Sound of Music,"
A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.",G,172 min,"Biography, Drama, Family",Robert Wise,"Julie Andrews, 
Christopher Plummer, 
Eleanor Parker, 
Richard Haydn",8.1
Brokeback Mountain,"
Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.",R,134 min,"Drama, Romance",Ang Lee,"Jake Gyllenhaal, 
Heath Ledger, 
Michelle Williams, 
Randy Quaid",7.7
